"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",26.566064182202,11984.5065353014,0.00221670071303724,0.998231330173617
"gene",1.98181897974578e-22,12407.0379111037,1.59733450799901e-26,1
"discrimination",-4.97124566677818e-08,19512.9059386543,-2.54767059422469e-12,0.999999999997967
"gene:discrimination",-3.19308249534976e-07,19567.6796540294,-1.63181457986116e-11,0.99999999998698
