"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",26.5660688282356,15341.9877926809,0.00173159235864529,0.998618389881872
"gene",1.51426482090082e-22,15785.8767682998,9.5925290886704e-27,1
"discrimination",-4.1481508228877e-06,26095.5533549861,-1.58960063672882e-10,0.999999999873168
"gene:discrimination",-1.12615332733109e-06,26212.4627664239,-4.2962515096964e-11,0.999999999965721
