"","Estimate","Std. Error","t value","Pr(>|t|)"
"gene",0.0180969213920564,0.0055332260886476,3.27059135161411,0.00108072842296614
"discrimination",0.0670973750636722,0.0154887969367458,4.33199397846642,1.53940664497498e-05
"gene:discrimination",0.00957368917017287,0.015248098516534,0.627861182808585,0.530155913242319
