"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.56106211584347,0.819588585135694,6.78518736924912,1.15935946697603e-11
"gene",-1.16799907693022,0.615220243992544,-1.89850559752448,0.0576295111125989
"discrimination",0.392382290489808,1.48164827630301,0.264828229995903,0.791141788704613
"gene:discrimination",0.372227801072731,1.20657970652598,0.308498310604328,0.757703185543238
